user_id,product_id,product_name,category,price,quantity,payment_method,timestamp,total_purchase_amount
16a1d91e-c4b6-4630-8a0c-354a8de3dd24,P7488,Kid's Building Blocks,kids,183.67,2,wallet,2023-02-26T17:55:13.000Z,367.34
a40d220a-a0ee-4802-8c6f-271d74feed79,P4354,Kid's Toy Car,kids,135.5,2,wallet,2023-11-24T10:55:35.000Z,271.0
a424e2bf-3ed0-46b0-8118-6b322182a00b,P3907,Women's Scarf,women,94.89,1,upi,2023-08-05T15:24:54.000Z,94.89
a5c67b55-4a8c-4dd0-bfac-e02b06c4900b,P6748,Women's Earrings,women,172.23,2,upi,2023-05-03T07:19:08.000Z,344.46
2848e6a5-e085-446b-b26b-75e04854748d,P1800,Kid's Tricycle,kids,139.32,2,wallet,2023-04-27T11:11:12.000Z,278.64
e18a66a1-2725-4a92-9f0f-19c6348ece17,P4903,Kid's Toy Car,kids,58.11,4,wallet,2023-05-14T13:03:48.000Z,232.44
747b8d71-eccb-49e4-927b-f7d2b1037cc8,P8350,Men's T-Shirt,men,63.74,5,upi,2023-06-13T07:14:00.000Z,318.7
67c99679-5e98-416d-86b7-9b20805a20ff,P2740,Men's Jeans,men,98.06,1,credit_card,2023-09-02T22:31:49.000Z,98.06
56d8cf0f-02b4-4d21-9719-6b6943aa6e14,P4834,Women's Handbag,women,45.66,2,credit_card,2023-01-18T17:19:10.000Z,91.32
a86ce0c6-0427-492d-9030-74181dc8e75d,P9453,Men's Jeans,men,42.95,5,upi,2023-12-18T22:58:22.000Z,214.75
73782112-03e5-4b3c-90f1-2078bce5b918,P4938,Men's Formal Shirt,men,167.47,1,credit_card,2023-03-07T02:14:48.000Z,167.47
eb1667ff-e606-4099-b7c7-0d615f39682e,P2318,Kid's Tricycle,kids,45.0,2,wallet,2023-04-13T03:27:41.000Z,90.0
ca163075-a195-4932-bc18-6d7d2b7c3978,P4281,Men's Watch,men,154.91,2,upi,2023-07-19T08:50:52.000Z,309.82
ff0a75b0-a15f-4e08-bd37-67813c7e7d44,P6919,Kid's Tricycle,kids,190.06,1,wallet,2023-07-09T15:19:15.000Z,190.06
7b70dc45-fd91-4a87-a97f-97ced244b7c9,P1210,Women's Sandals,women,108.26,5,credit_card,2023-04-09T02:21:34.000Z,541.3
ca11cc9f-6fc6-4daf-ae6d-5f4d2ef62a1a,P9872,Women's Handbag,women,9.54,2,wallet,2023-11-11T15:49:54.000Z,19.08
eac1ab31-ef8c-4dc0-880b-98690f45b896,P6622,Men's T-Shirt,men,95.87,1,upi,2023-07-28T11:59:43.000Z,95.87
6d831533-3593-4fdb-bac7-1899f53cb1b1,P1579,Women's Sandals,women,146.55,5,upi,2023-01-26T03:54:17.000Z,732.75
6e83647f-db61-4d92-9600-cb636b724fd6,P6069,Men's Formal Shirt,men,190.77,3,credit_card,2023-06-12T18:36:13.000Z,572.31
a610b6d2-a405-4e5d-83fe-dc9f20032600,P9891,Men's Formal Shirt,men,79.33,1,credit_card,2023-11-21T13:14:20.000Z,79.33
4d0d5753-7fd6-49c9-a182-d55221d13a34,P9863,Men's Shoes,men,134.97,5,credit_card,2023-05-23T02:43:23.000Z,674.85
c07bbc16-a830-479d-ad9d-feae74bdae00,P9813,Women's Earrings,women,188.41,4,credit_card,2023-02-03T16:25:20.000Z,753.64
0d82688f-af89-4d39-8812-5f23cf7bf1b2,P5079,Kid's Tricycle,kids,195.23,2,wallet,2023-03-28T20:42:50.000Z,390.46
6eae094d-670d-47d6-8d48-aa2a2b28a7b9,P1538,Men's T-Shirt,men,73.33,4,wallet,2023-08-19T12:24:47.000Z,293.32
55a328ff-d864-46e3-b313-5ad2e719a774,P2821,Kid's Onesie,kids,162.98,2,upi,2023-10-06T14:08:47.000Z,325.96
529c3aed-5fb0-4628-a04f-df3b2cff11e7,P2316,Women's Handbag,women,159.88,4,upi,2023-11-27T02:55:06.000Z,639.52
10cea235-c543-43cb-8654-cb2e37bde396,P1955,Kid's Toy Car,kids,162.61,2,upi,2023-07-17T08:15:00.000Z,325.22
b4c51766-45f1-44eb-a4fc-d0cf0a43573c,P3449,Kid's Onesie,kids,99.41,1,upi,2023-07-27T21:19:44.000Z,99.41
0b5e6622-4d6a-402b-8409-13da92d77a79,P3402,Men's Watch,men,158.76,1,upi,2023-02-06T00:18:54.000Z,158.76
b7226b35-2d83-4d7f-bf3f-5c42d527fdd4,P6598,Men's Formal Shirt,men,72.88,2,wallet,2023-05-31T06:14:39.000Z,145.76
1e4f4b5a-da75-444b-b527-fd9c5d4553ca,P3329,Men's Shoes,men,184.01,4,upi,2023-01-14T14:56:07.000Z,736.04
6e906928-5ad4-4737-a62d-0d132df50be7,P2382,Women's Sandals,women,88.15,2,credit_card,2023-07-31T17:11:22.000Z,176.3
4b3455fe-e0ac-4ecc-8c02-fa1765f8dd38,P7260,Women's Earrings,women,149.73,1,upi,2023-02-17T12:06:59.000Z,149.73
f0e1b8b8-3da1-48e6-acd6-31d0de7a17b5,P1839,Kid's Tricycle,kids,189.03,3,wallet,2023-11-22T03:54:33.000Z,567.09
1d02f384-3348-4e39-ba9e-36971b23e70f,P2521,Men's Watch,men,148.85,2,wallet,2023-06-28T09:53:00.000Z,297.7
32a44aa9-5a87-442c-b24e-0233e5811abc,P7053,Men's Shoes,men,119.09,2,credit_card,2023-05-07T01:06:48.000Z,238.18
1e2dff6a-3cac-4b7f-bd31-dcb6a615749e,P9494,Kid's Onesie,kids,113.26,2,credit_card,2023-05-25T22:33:30.000Z,226.52
828ed99f-7422-4d17-93f0-42a2830e148e,P5029,Women's Dress,women,176.15,2,credit_card,2023-03-24T08:12:26.000Z,352.3
ceecb1a3-a37b-48f9-8ae1-f7e867e46278,P2435,Kid's Toy Car,kids,24.63,3,upi,2023-10-18T10:08:23.000Z,73.89
a4f36067-7eb1-4e56-b796-2d0fac519910,P7590,Women's Handbag,women,146.4,1,credit_card,2023-06-19T21:36:59.000Z,146.4
b7bf6b4b-67a9-4c57-b42c-e28408d20793,P1007,Kid's Story Book,kids,153.65,4,upi,2023-06-04T02:17:02.000Z,614.6
4abd99b6-95d3-4839-806b-4ddc04afbf58,P4922,Women's Scarf,women,48.31,4,wallet,2023-01-12T02:02:00.000Z,193.24
a7ee46e7-fad4-4e5e-ac08-a17368651e9e,P8007,Men's Jeans,men,71.7,2,upi,2023-10-18T09:08:28.000Z,143.4
ace06d09-491c-471a-830a-dee01ae1f813,P3889,Men's Jeans,men,195.13,4,upi,2023-09-10T09:28:39.000Z,780.52
fb4710f6-8fad-4418-947c-1681a4e96689,P5987,Women's Earrings,women,11.9,1,wallet,2023-05-13T11:15:37.000Z,11.9
0e1d0c5b-dbb1-4575-b8bf-103dfe419dd5,P7742,Women's Scarf,women,167.92,4,credit_card,2023-04-25T09:12:35.000Z,671.68
edf0dfc7-7a23-4867-9ed9-6841f7287099,P6670,Kid's Tricycle,kids,154.43,1,credit_card,2023-02-11T06:57:50.000Z,154.43
0af17efa-26f1-4ddc-b46d-a9565d0239eb,P5444,Kid's Toy Car,kids,125.29,1,credit_card,2023-10-06T12:21:16.000Z,125.29
f0aa6dae-1335-4c4a-a5f1-89b62499d6bb,P7222,Kid's Building Blocks,kids,178.12,4,upi,2023-07-01T02:35:38.000Z,712.48
bef625ed-2431-47c9-ae20-97879a83ae2f,P9656,Women's Handbag,women,6.52,4,upi,2023-05-27T04:44:41.000Z,26.08
64e5fe55-f011-4fb0-9189-d28160cb288d,P2593,Kid's Tricycle,kids,127.85,2,credit_card,2023-02-16T17:20:17.000Z,255.7
358226d0-3521-4e99-9f0c-74bda648e25d,P4053,Kid's Building Blocks,kids,134.33,3,upi,2023-09-08T20:48:00.000Z,402.99
e98bf1be-1e08-4641-816e-d01bfdfa2f83,P9936,Men's Formal Shirt,men,136.28,2,credit_card,2023-05-17T17:11:37.000Z,272.56
4919c4d3-1d5e-4b34-9a1e-020ee4fb931a,P7839,Kid's Tricycle,kids,30.11,4,wallet,2023-01-26T19:06:20.000Z,120.44
b54bf8f5-24af-4471-aacf-cc412e4b7f58,P4485,Women's Scarf,women,139.09,4,upi,2023-07-09T09:45:51.000Z,556.36
1ef90b5d-ef5c-42ff-994a-6a940ee87d3d,P9072,Women's Sandals,women,125.88,3,upi,2023-01-19T21:47:17.000Z,377.64
6ba8a8d3-9dc3-4d1d-bead-5d70951e23c5,P3357,Women's Handbag,women,124.75,2,wallet,2023-06-15T10:04:40.000Z,249.5
e0d992d8-6cb1-4d6e-b2bc-d10ba3b6eaeb,P8638,Women's Handbag,women,67.99,3,credit_card,2023-01-07T12:42:22.000Z,203.97
82d9ad8c-8788-44bb-93a4-f18374ab4db4,P1188,Kid's Building Blocks,kids,80.0,4,credit_card,2023-10-29T08:49:01.000Z,320.0
0e606259-a17f-4810-aa95-4db4b4808be3,P5501,Kid's Story Book,kids,45.12,3,upi,2023-11-20T05:28:25.000Z,135.36
a3200822-1544-4f85-b80f-a1dbf618ebb9,P4025,Kid's Onesie,kids,141.03,3,upi,2023-09-02T09:16:00.000Z,423.09
e1dd2f49-b986-45ab-b051-21063048e827,P1162,Women's Handbag,women,127.62,5,wallet,2023-11-06T14:22:47.000Z,638.1
94233fdf-d345-40ec-845a-2108d3e89778,P4626,Men's Watch,men,18.81,2,credit_card,2023-05-02T17:29:41.000Z,37.62
99c533de-0e33-4c6c-8ee8-aaa376a31463,P6653,Men's Jeans,men,81.03,4,credit_card,2023-04-24T05:42:06.000Z,324.12
9950df83-1940-4eb6-9672-3d39750806d7,P6793,Men's T-Shirt,men,77.65,4,upi,2023-08-07T18:27:34.000Z,310.6
263be035-d129-40f3-b073-8110aa40dba0,P1455,Men's Formal Shirt,men,56.83,3,wallet,2023-01-15T12:52:52.000Z,170.49
0f15abca-7ccc-4197-80ea-b4dc5b86a464,P4353,Men's T-Shirt,men,102.83,4,upi,2023-08-08T16:24:54.000Z,411.32
01f88156-6ecc-45eb-90c9-00549af8b9d8,P6574,Men's Formal Shirt,men,92.41,2,upi,2023-11-08T19:02:37.000Z,184.82
96e166ed-2321-405e-a659-94630df01fe6,P3711,Women's Sandals,women,154.1,4,wallet,2023-11-10T05:25:23.000Z,616.4
6410a732-4f61-4d93-ac35-66a8502128ef,P4703,Men's Formal Shirt,men,115.3,3,credit_card,2023-10-20T23:22:10.000Z,345.9
73bbe1b5-a46b-4480-b115-1a3cd4050116,P8875,Kid's Story Book,kids,31.77,4,wallet,2023-02-12T15:30:01.000Z,127.08
7d1be973-06b6-41e4-8d1a-a767d84abbe1,P7941,Kid's Tricycle,kids,140.32,3,wallet,2023-03-12T04:53:06.000Z,420.96
6d80bf64-04b8-48f5-9e56-65fddeeab93a,P9172,Kid's Toy Car,kids,34.03,5,credit_card,2023-04-28T14:54:58.000Z,170.15
7854202e-3822-49e8-bda6-209b57f1806e,P9413,Women's Sandals,women,116.81,1,wallet,2023-05-04T05:38:27.000Z,116.81
72810ec1-51dc-4159-887e-685af8122f93,P7028,Women's Sandals,women,14.38,5,credit_card,2023-08-20T15:01:17.000Z,71.9
211a1b4f-1921-4e41-947f-268a458e3994,P4430,Kid's Onesie,kids,49.98,2,credit_card,2023-02-28T20:22:53.000Z,99.96
8f95c827-0c35-4217-8d85-bcc5f2ba48ed,P2537,Women's Earrings,women,58.13,5,wallet,2023-04-22T08:54:15.000Z,290.65
43afe893-86dc-4fcc-b808-ce847942df22,P3521,Women's Sandals,women,69.94,1,upi,2023-02-10T06:42:16.000Z,69.94
f05e883c-fe5f-4513-8809-f66eaeb0455e,P5849,Men's Jeans,men,27.74,1,credit_card,2023-09-02T06:26:17.000Z,27.74
10815d56-9971-4419-a626-aab473a56589,P1656,Kid's Building Blocks,kids,141.79,5,upi,2023-09-16T05:19:13.000Z,708.95
3498259f-aae4-4477-8930-ce2c416fd51e,P2313,Kid's Building Blocks,kids,95.47,4,wallet,2023-02-20T17:15:19.000Z,381.88
06249e42-cfb0-4342-9a4a-267db3b8672a,P5907,Men's Formal Shirt,men,135.81,2,upi,2023-11-16T17:30:26.000Z,271.62
3db451e8-59c8-4a04-8472-04eb33c1b117,P7936,Women's Handbag,women,69.07,2,credit_card,2023-10-06T04:10:04.000Z,138.14
d905e4d1-827f-4904-9fb4-c6968e198adb,P5730,Men's Watch,men,123.88,1,wallet,2023-11-10T10:53:19.000Z,123.88
5709ccf6-47eb-41cc-ae67-151d7d023c1b,P8102,Women's Handbag,women,42.65,5,credit_card,2023-03-04T15:46:20.000Z,213.25
f6a8901d-11dd-4f40-bb6c-f0caeedf7ffc,P8176,Women's Dress,women,89.26,1,credit_card,2023-12-07T05:30:29.000Z,89.26
9fa2de39-2c0f-4079-b3e0-ee04b6baf122,P9864,Women's Dress,women,90.7,5,wallet,2023-06-10T14:48:18.000Z,453.5
ca87b7fb-d464-444b-8cf2-a557ee6caa7c,P6004,Kid's Tricycle,kids,113.98,4,credit_card,2023-07-15T05:18:47.000Z,455.92
6391f6d7-2bda-4061-9ab9-ec7d911e7af3,P3247,Kid's Onesie,kids,32.39,5,credit_card,2023-03-23T13:30:46.000Z,161.95
9981afa4-67d8-4864-8f81-9614b0ae71c4,P9671,Men's Jeans,men,117.25,1,credit_card,2023-08-27T07:15:30.000Z,117.25
e54e40df-557a-44f4-b474-7bb39d58722b,P2250,Men's T-Shirt,men,44.31,4,upi,2023-03-05T18:20:53.000Z,177.24
9a768f32-955b-41dd-945f-fc52f55ba1f5,P1677,Women's Earrings,women,165.47,1,credit_card,2023-04-23T12:11:07.000Z,165.47
e9ae374a-1eb0-4d86-9c5e-3b352a1059a2,P9821,Men's Formal Shirt,men,96.95,2,wallet,2023-07-23T09:19:41.000Z,193.9
c90bf0df-be92-4200-8324-2e7022169528,P9472,Men's Jeans,men,16.37,1,upi,2023-09-19T13:40:27.000Z,16.37
841fe184-ff3b-4551-bf1b-c9f716158ac9,P9798,Men's T-Shirt,men,149.08,1,upi,2023-10-05T03:58:03.000Z,149.08
1bf7ff5c-3d22-48e5-b8bc-c4d0cca89458,P2773,Women's Earrings,women,34.17,1,wallet,2023-09-25T07:13:53.000Z,34.17
d1e03cb4-0679-42c9-b3cb-096b0960d7be,P6901,Kid's Tricycle,kids,63.37,4,upi,2023-09-18T06:10:04.000Z,253.48
8ffb8b73-f8e6-4567-bd5d-77d93b8f4779,P2508,Men's Jeans,men,142.24,4,wallet,2023-01-16T04:33:27.000Z,568.96
6554a9c7-c38e-4756-bdb4-a336d2b723fb,P7567,Kid's Building Blocks,kids,70.52,2,wallet,2023-04-15T16:51:42.000Z,141.04
dbc57234-9db4-46a7-a1b0-f6c6182ed5ba,P8194,Women's Handbag,women,23.95,5,wallet,2023-09-02T08:15:08.000Z,119.75
8306e85a-1b1c-4e4f-ba1b-0e569062b918,P1524,Kid's Toy Car,kids,134.99,4,wallet,2023-08-22T10:43:10.000Z,539.96
c352ef84-4037-4fea-95f7-8d3a80e58452,P5069,Women's Scarf,women,82.27,3,credit_card,2023-08-28T07:05:05.000Z,246.81
e7a4b62b-30d5-4da8-ad4d-853bab292aa7,P2113,Men's Watch,men,173.86,2,wallet,2023-04-07T07:12:34.000Z,347.72
4f54a13f-e424-4c48-95d8-2f278e61d5bf,P8571,Men's Jeans,men,94.59,5,wallet,2023-01-10T10:46:37.000Z,472.95
998448ad-72a2-4600-b563-820f3efe90f8,P6664,Women's Scarf,women,153.16,2,upi,2023-08-06T15:23:04.000Z,306.32
fe89f37d-6a3f-4419-b7b4-1257950f9b38,P5740,Kid's Tricycle,kids,55.16,2,credit_card,2023-05-19T20:14:38.000Z,110.32
12ae51f7-5b24-44e1-b5d1-c8cd5cb5d32a,P1534,Men's Formal Shirt,men,84.54,2,credit_card,2023-03-18T23:50:57.000Z,169.08
6f5b516b-7dcc-4b1b-8969-0d4283c66d67,P7939,Women's Sandals,women,76.81,3,credit_card,2023-11-11T01:13:48.000Z,230.43
51847b03-a7e5-43a4-94da-e1763e5aed1b,P3983,Women's Earrings,women,181.39,5,upi,2023-07-30T07:53:37.000Z,906.95
c7a5ab4e-1821-4dc1-821e-17ff6b559e1a,P7952,Kid's Building Blocks,kids,169.4,3,upi,2023-06-22T03:14:26.000Z,508.2
d739180f-86f9-424b-a23e-123c9acf9606,P4605,Men's Formal Shirt,men,166.41,4,upi,2023-12-03T07:48:01.000Z,665.64
f5e719e5-80cf-44e8-a6ea-410d4595bf37,P3695,Women's Scarf,women,127.27,2,wallet,2023-10-02T18:11:10.000Z,254.54
304ad3b8-aca3-4abd-b877-4e9380aeedc8,P9225,Men's T-Shirt,men,186.09,3,credit_card,2023-06-30T05:20:06.000Z,558.27
499214b6-5b64-4446-ab27-50ab40f92983,P7679,Men's Watch,men,48.43,2,upi,2023-07-18T21:32:24.000Z,96.86
e75cb963-b143-4499-8137-09a29edb9650,P7188,Women's Dress,women,197.8,3,wallet,2023-11-04T11:40:53.000Z,593.4
61ed97b1-0d60-4082-b877-a71ac0ba7402,P8147,Kid's Building Blocks,kids,111.6,2,credit_card,2023-05-20T14:34:12.000Z,223.2
ac7a597d-39cf-4005-9c3c-82cbbf628d73,P4652,Men's Shoes,men,161.8,5,upi,2023-05-03T05:35:39.000Z,809.0
a518778f-0ed1-4600-858c-24e0d6abd410,P7210,Men's Watch,men,108.67,1,wallet,2023-02-26T19:34:22.000Z,108.67
e22a8554-f9a0-4d69-b178-a7695293134a,P7174,Women's Scarf,women,92.1,2,credit_card,2023-01-28T03:38:46.000Z,184.2
b10141c4-e40f-4cdd-b8e6-48f16961f1ad,P6697,Kid's Story Book,kids,37.31,5,wallet,2023-06-20T03:42:46.000Z,186.55
6bbb1a3b-81c9-418c-bebc-d680cf743b01,P9199,Kid's Toy Car,kids,8.93,1,credit_card,2023-11-16T14:00:25.000Z,8.93
f5c95386-2c69-4ae0-a66e-573ec616e62f,P4660,Men's Jeans,men,46.87,4,wallet,2023-08-11T07:27:11.000Z,187.48
2d998e3e-c70f-475a-923d-4a0f6f379a0b,P5832,Kid's Onesie,kids,24.89,4,wallet,2023-05-02T13:52:15.000Z,99.56
5ab4ecff-739f-4a24-b324-ffca5ab0aa6e,P4084,Women's Handbag,women,199.29,5,wallet,2023-03-04T21:14:18.000Z,996.45
d45fe2ad-f68d-4521-b203-e83bb397278e,P7444,Men's T-Shirt,men,14.85,4,wallet,2023-11-08T14:28:52.000Z,59.4
7af8c076-f346-48b7-9f0e-2fc324a29ac1,P2773,Men's Formal Shirt,men,15.89,2,upi,2023-07-05T09:59:27.000Z,31.78
293204bc-367d-4db6-ac0f-91dbd6919b44,P4291,Women's Scarf,women,109.89,5,wallet,2023-12-06T15:01:48.000Z,549.45
c67a000b-01e9-4d37-8321-6169c53b7c4d,P1137,Women's Sandals,women,184.08,4,wallet,2023-06-06T13:22:10.000Z,736.32
91a92814-c4ef-4a07-8e30-eeeabde16283,P4090,Women's Handbag,women,168.03,3,wallet,2023-09-19T00:20:39.000Z,504.09
61e95074-0a59-4f36-83e1-cec7ababa48c,P1724,Women's Dress,women,122.29,5,upi,2023-06-21T18:52:19.000Z,611.45
5a0b8777-eb0e-4cc0-bbea-8761a72a06a2,P6429,Women's Scarf,women,103.42,4,credit_card,2023-06-17T00:10:31.000Z,413.68
0a30bf1a-faca-47d9-850b-855a58e5c909,P3221,Kid's Onesie,kids,127.12,3,wallet,2023-02-12T16:37:51.000Z,381.36
5889554e-15c1-4a22-9299-5e76ef66fba1,P1103,Kid's Toy Car,kids,110.37,3,credit_card,2023-09-16T20:51:04.000Z,331.11
3e5f4824-6e7c-4fd3-ba9e-f7cce06a08b7,P6438,Kid's Toy Car,kids,72.9,1,wallet,2023-10-06T18:11:09.000Z,72.9
7ecddf48-b690-4255-b266-b5c86eae8a79,P9468,Kid's Story Book,kids,162.51,4,wallet,2023-07-16T09:05:33.000Z,650.04
93543554-2982-4ad6-adc7-32640765af92,P1332,Women's Earrings,women,79.58,4,credit_card,2023-01-18T01:17:19.000Z,318.32
02e4459c-311c-4d66-81be-4c1486c9bdbf,P1479,Women's Dress,women,112.31,2,credit_card,2023-07-26T02:30:44.000Z,224.62
ec2ad465-fb54-4963-aec6-b35b80fa406b,P7695,Women's Sandals,women,117.56,4,wallet,2023-12-19T15:27:06.000Z,470.24
bece0297-9e76-4ef3-907a-eebe4c76861a,P6687,Women's Scarf,women,36.26,3,wallet,2023-05-10T15:39:28.000Z,108.78
017d67ff-f426-4bcf-ba82-9dc107cbecb5,P1500,Kid's Tricycle,kids,193.01,5,credit_card,2023-10-18T22:02:01.000Z,965.05
b4ae9475-8b91-4440-a919-375c1f860152,P9998,Women's Dress,women,19.23,4,credit_card,2023-01-02T14:54:37.000Z,76.92
70df35e6-29da-45ea-ba19-b521441dbc65,P6410,Women's Scarf,women,161.07,1,credit_card,2023-05-18T03:26:30.000Z,161.07
ff347e53-949b-4830-a6b2-c3b4195494d4,P4555,Women's Handbag,women,130.36,4,upi,2023-01-29T12:41:56.000Z,521.44
affe21b4-e755-4bff-944f-8dc2c9896fdd,P2062,Women's Scarf,women,10.21,5,upi,2023-06-22T02:28:00.000Z,51.05
305e9504-d820-4370-ad4c-48582c08c526,P4946,Kid's Toy Car,kids,173.58,5,credit_card,2023-05-12T02:45:19.000Z,867.9
ad06ad70-6c14-4022-aa90-a8715fee59c5,P7370,Women's Handbag,women,26.12,2,credit_card,2023-05-20T19:41:03.000Z,52.24
64e77a5d-6fb7-4db0-b5de-e57135184488,P8192,Women's Handbag,women,21.08,2,credit_card,2023-08-26T16:10:49.000Z,42.16
9e797ae5-b39b-4a4c-984d-825be9ded4c0,P7203,Kid's Story Book,kids,172.28,3,wallet,2023-10-05T07:24:23.000Z,516.84
12032085-a2b1-488b-9deb-b7dca949a241,P9503,Men's Watch,men,57.4,1,wallet,2023-09-20T15:51:36.000Z,57.4
96b85e59-eba4-43a0-acd0-ea4b24a9c74a,P4328,Women's Sandals,women,142.03,1,wallet,2023-12-18T16:04:01.000Z,142.03
9cd9ef46-29f5-4fd4-9ae7-ba0718262af5,P1790,Women's Handbag,women,149.85,3,credit_card,2023-04-11T07:56:08.000Z,449.55
9b5aaffc-8b17-4a24-b74a-9b9b15445be0,P3641,Kid's Tricycle,kids,110.02,5,credit_card,2023-03-31T21:28:14.000Z,550.1
eee49569-056c-4e20-a20e-6ac8d3ab1c5d,P2718,Women's Sandals,women,198.15,5,upi,2023-01-12T13:10:14.000Z,990.75
44835b62-ed7e-4479-9261-85ac2dbf92b3,P9290,Kid's Toy Car,kids,181.42,2,upi,2023-05-26T11:38:35.000Z,362.84
8c02836f-59db-4429-ac3b-a42ccaea7de9,P7439,Men's Jeans,men,27.27,2,upi,2023-04-20T12:26:24.000Z,54.54
9a681f05-0e52-4e68-b5f4-23f3761fb881,P2355,Kid's Tricycle,kids,184.94,3,wallet,2023-09-07T09:45:06.000Z,554.82
557334b6-17d2-42ea-a1cd-323e9c96a22b,P3173,Kid's Story Book,kids,99.85,2,wallet,2023-03-15T05:24:59.000Z,199.7
52d6dc2b-f61a-40d9-8bc7-ce25dd7a4144,P6067,Kid's Tricycle,kids,55.09,2,wallet,2023-12-06T12:43:23.000Z,110.18
4a1736b5-3507-4a4a-a27c-42fa54fb308a,P5113,Women's Sandals,women,50.0,2,upi,2023-04-04T03:13:09.000Z,100.0
7067fd72-4e41-4909-abd5-d011be919e2c,P9111,Kid's Tricycle,kids,86.97,4,wallet,2023-02-07T09:22:04.000Z,347.88
530ca71e-4027-4978-a5bb-97c3203bd262,P1590,Kid's Tricycle,kids,54.7,1,upi,2023-12-08T01:19:00.000Z,54.7
b0b9cf58-1a2c-42af-bfdb-6d7a18772f08,P1837,Men's T-Shirt,men,116.59,2,credit_card,2023-09-13T14:50:46.000Z,233.18
6ba71393-db45-4bf9-94af-cf568fa779bc,P7307,Women's Dress,women,28.6,1,wallet,2023-11-24T14:21:16.000Z,28.6
e2f477d4-0308-429b-bd18-56cbf59ec991,P4733,Men's Watch,men,51.37,4,credit_card,2023-01-10T11:35:37.000Z,205.48
